SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,Credit grant
109339,0,Cash loans,M,Y,N,0,270000.0,254700.0,13185.0,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,24.660273972602738,1.2,9.652054794520549,4.372602739726028,7.0,1,1,0,1,1,0,Managers,1.0,1,1,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.4503825298499002,0.6445822854656093,0.5849900404894085,0.3457,0.1449,0.995,0.9252,0.0033,0.4,0.1724,0.6667,0.7083,0.0832,0.2732,0.3732,0.0399,0.0473,0.2143,0.0903,0.995,0.9281,0.0022,0.4834,0.2069,0.6667,0.7083,0.0,0.3581,0.237,0.0195,0.0298,0.4112,0.1724,0.995,0.9262,0.0033,0.48,0.2069,0.6667,0.7083,0.0,0.3335,0.446,0.0349,0.0579,reg oper account,block of flats,0.185,Panel,No,0.0,0.0,0.0,0.0,0.0273972602739726,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,favorable
109340,0,Cash loans,F,N,N,0,247500.0,171000.0,10458.0,171000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.02461,59.73972602739726,,27.81917808219178,13.904109589041095,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,XNA,0.6882389210773491,0.6205274533453115,0.4241303111942548,0.0773,0.0687,0.9861,0.8096,0.03,0.0,0.1724,0.1667,0.2083,0.0147,0.063,0.0674,0.0,0.0,0.0788,0.0713,0.9861,0.8171,0.0303,0.0,0.1724,0.1667,0.2083,0.015,0.0689,0.0703,0.0,0.0,0.0781,0.0687,0.9861,0.8121,0.0302,0.0,0.1724,0.1667,0.2083,0.0149,0.0641,0.0687,0.0,0.0,reg oper account,block of flats,0.0694,Panel,No,10.0,0.0,10.0,0.0,2.7534246575342465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,5.0,favorable
109341,0,Cash loans,M,Y,Y,1,360000.0,573628.5,27724.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007305,40.12876712328767,10.558904109589042,0.9698630136986301,10.594520547945205,3.0,1,1,0,1,0,1,Managers,3.0,3,3,MONDAY,7,0,0,0,0,0,0,Self-employed,0.4545827690023943,0.32541595197658074,0.25670557243930026,0.2546,0.0065,0.9965,0.9524,0.0021,0.16,0.1724,0.375,0.25,0.0,0.1765,0.2781,0.1429,0.2613,0.2595,0.0068,0.9965,0.9543,0.0021,0.1611,0.1724,0.375,0.25,0.0,0.1928,0.2897,0.14400000000000002,0.2767,0.2571,0.0065,0.9965,0.953,0.0021,0.16,0.1724,0.375,0.25,0.0,0.1796,0.2831,0.1436,0.2668,org spec account,block of flats,0.2756,"Stone, brick",No,0.0,0.0,0.0,0.0,4.405479452054794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0,favorable
109343,0,Cash loans,M,N,Y,0,202500.0,834048.0,27693.0,720000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,56.95342465753425,5.715068493150685,11.243835616438357,11.463013698630137,,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.5979856794269881,0.34741822720026416,0.0856,0.1245,0.9732,0.6328,0.0105,0.0,0.2069,0.125,0.1667,0.1372,0.0605,0.0609,0.0425,0.12300000000000001,0.0872,0.1292,0.9732,0.6472,0.0106,0.0,0.2069,0.125,0.1667,0.1403,0.0661,0.0635,0.0428,0.1302,0.0864,0.1245,0.9732,0.6377,0.0106,0.0,0.2069,0.125,0.1667,0.1396,0.0616,0.062,0.0427,0.1256,reg oper account,block of flats,0.0804,Block,No,0.0,0.0,0.0,0.0,1.9945205479452055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,favorable
109344,0,Cash loans,M,N,N,1,135000.0,568800.0,20430.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,35.136986301369866,0.7726027397260274,13.849315068493151,12.509589041095891,,1,1,1,1,1,0,,3.0,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.5626280099886174,0.5656079814115492,0.0619,0.04,0.9821,,,0.0664,0.0572,0.3333,,0.0153,,0.0653,,0.0,0.0378,0.0233,0.9821,,,0.0403,0.0345,0.3333,,0.0099,,0.0407,,0.0,0.0375,0.0247,0.9821,,,0.04,0.0345,0.3333,,0.0099,,0.0398,,0.0,,block of flats,0.0354,"Stone, brick",No,3.0,2.0,3.0,2.0,4.1287671232876715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,favorable
109345,0,Cash loans,M,N,Y,0,310500.0,1016991.0,43218.0,909000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,59.4027397260274,,11.317808219178081,11.432876712328767,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.6469283704761812,0.7713615919194317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,8.753424657534246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,favorable
109349,0,Cash loans,F,N,Y,0,72000.0,207000.0,16159.5,207000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,60.64931506849315,,26.934246575342467,6.9150684931506845,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,15,0,0,0,0,0,0,XNA,,0.6412488555185265,0.4400578303966329,0.1979,,0.9866,,,0.24,0.2069,0.3333,,,,0.2066,,0.1468,0.2017,,0.9866,,,0.2417,0.2069,0.3333,,,,0.2153,,0.1554,0.1999,,0.9866,,,0.24,0.2069,0.3333,,,,0.2103,,0.1499,,block of flats,0.1944,Panel,No,1.0,0.0,1.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,favorable
109350,0,Cash loans,F,Y,N,1,202500.0,654498.0,33547.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.02461,39.59178082191781,7.8191780821917805,23.375342465753423,11.745205479452055,7.0,1,1,0,1,1,0,Sales staff,2.0,2,2,TUESDAY,19,0,0,0,0,0,0,Business Entity Type 3,,0.602519148522533,0.4812493411434029,0.0124,0.0,0.9662,0.5376,0.0015,0.0,0.069,0.0417,0.0833,,0.0101,0.0114,0.0,0.0,0.0126,0.0,0.9662,0.5557,0.0015,0.0,0.069,0.0417,0.0833,,0.011000000000000001,0.0119,0.0,0.0,0.0125,0.0,0.9662,0.5438,0.0015,0.0,0.069,0.0417,0.0833,,0.0103,0.0116,0.0,0.0,reg oper account,block of flats,0.0098,Wooden,No,0.0,0.0,0.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,favorable
109351,1,Cash loans,F,N,Y,0,112500.0,309073.5,26428.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.022625,25.473972602739725,1.0383561643835617,5.134246575342465,4.416438356164384,,1,1,1,1,1,0,Laborers,1.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 1,0.28893944018308915,0.1596557610518511,0.3740208032583212,0.067,0.0389,0.9896,,0.0259,0.04,0.0345,0.3333,,0.0524,,0.0582,,0.0354,0.0683,0.0404,0.9896,,0.0261,0.0403,0.0345,0.3333,,0.0536,,0.0607,,0.0375,0.0677,0.0389,0.9896,,0.026000000000000002,0.04,0.0345,0.3333,,0.0533,,0.0593,,0.0361,,block of flats,0.0676,"Stone, brick",No,2.0,1.0,2.0,0.0,1.5671232876712329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,not favorable
109352,0,Cash loans,F,N,Y,0,144000.0,207000.0,15192.0,207000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.014519999999999996,55.66849315068493,,18.073972602739726,7.073972602739726,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,13,0,0,0,0,0,0,XNA,,0.5876614069246879,,0.1237,0.2046,0.9861,,,0.0,0.2759,0.1667,,0.0873,,0.1106,,0.0174,0.1261,0.2123,0.9861,,,0.0,0.2759,0.1667,,0.0893,,0.1153,,0.0184,0.1249,0.2046,0.9861,,,0.0,0.2759,0.1667,,0.0888,,0.1126,,0.0178,,block of flats,0.0908,"Stone, brick",No,0.0,0.0,0.0,0.0,0.8465753424657534,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,favorable
109353,0,Cash loans,F,N,Y,0,157500.0,450000.0,21649.5,450000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.028663,24.476712328767125,4.082191780821918,4.745205479452054,4.331506849315068,,1,1,0,1,0,0,Secretaries,1.0,2,2,MONDAY,11,0,0,0,0,0,0,Other,0.3245472254385869,0.4984766243772961,0.4489622731076524,0.0247,0.0,0.9742,0.6464,0.002,0.0,0.1034,0.0417,0.0833,0.0422,0.0202,0.0197,0.0,0.0,0.0252,0.0,0.9742,0.6602,0.0021,0.0,0.1034,0.0417,0.0833,0.0432,0.022000000000000002,0.0206,0.0,0.0,0.025,0.0,0.9742,0.6511,0.0021,0.0,0.1034,0.0417,0.0833,0.043,0.0205,0.0201,0.0,0.0,reg oper account,block of flats,0.0166,"Stone, brick",No,1.0,0.0,1.0,0.0,0.4794520547945205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,favorable
109354,0,Cash loans,F,N,Y,0,90000.0,221031.0,15849.0,184500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.030755,40.106849315068494,10.26027397260274,6.134246575342465,11.967123287671233,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 1,,0.6341252348946393,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,favorable
109355,0,Cash loans,F,N,N,0,225000.0,1596568.5,48537.0,1458000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.00496,48.016438356164386,0.9534246575342465,22.895890410958906,2.893150684931507,,1,1,0,1,0,0,,2.0,2,2,MONDAY,18,0,0,0,0,0,0,Other,0.8479048434697628,0.3427762418231025,0.4902575124990026,0.0567,0.0525,0.9752,,,0.0,0.1034,0.1667,,0.0354,,0.0334,,0.0198,0.0578,0.0545,0.9752,,,0.0,0.1034,0.1667,,0.0362,,0.0348,,0.0209,0.0573,0.0525,0.9752,,,0.0,0.1034,0.1667,,0.036000000000000004,,0.034,,0.0202,,block of flats,0.0375,Panel,No,0.0,0.0,0.0,0.0,2.5287671232876714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,favorable
